    radius           X             Y            Z            omegaE-6       p           T          rho 
  1.645031e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526446e+17  1.359036e+07  8.338384e+01 
  1.670479e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526442e+17  1.359034e+07  8.338371e+01 
  1.696320e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526438e+17  1.359033e+07  8.338358e+01 
  1.722560e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526434e+17  1.359032e+07  8.338344e+01 
  1.749207e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526430e+17  1.359030e+07  8.338330e+01 
  1.776266e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526425e+17  1.359028e+07  8.338315e+01 
  1.803744e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526420e+17  1.359027e+07  8.338300e+01 
  1.831647e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526416e+17  1.359025e+07  8.338284e+01 
  1.859981e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526411e+17  1.359023e+07  8.338268e+01 
  1.888754e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526406e+17  1.359022e+07  8.338251e+01 
  1.917971e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526400e+17  1.359020e+07  8.338234e+01 
  1.947641e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526395e+17  1.359018e+07  8.338217e+01 
  1.977770e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526389e+17  1.359016e+07  8.338198e+01 
  2.008365e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526384e+17  1.359014e+07  8.338179e+01 
  2.039433e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526378e+17  1.359012e+07  8.338160e+01 
  2.070982e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526372e+17  1.359010e+07  8.338140e+01 
  2.103019e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526365e+17  1.359007e+07  8.338119e+01 
  2.135552e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526359e+17  1.359005e+07  8.338098e+01 
  2.168588e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526352e+17  1.359003e+07  8.338076e+01 
  2.202135e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526345e+17  1.359000e+07  8.338053e+01 
  2.236201e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526338e+17  1.358998e+07  8.338030e+01 
  2.270794e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526331e+17  1.358995e+07  8.338006e+01 
  2.305922e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526323e+17  1.358992e+07  8.337981e+01 
  2.341594e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526315e+17  1.358990e+07  8.337956e+01 
  2.377817e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526307e+17  1.358987e+07  8.337929e+01 
  2.414601e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526299e+17  1.358984e+07  8.337902e+01 
  2.451954e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526290e+17  1.358981e+07  8.337874e+01 
  2.489885e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526282e+17  1.358978e+07  8.337845e+01 
  2.528403e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526273e+17  1.358975e+07  8.337815e+01 
  2.567517e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526263e+17  1.358971e+07  8.337784e+01 
  2.607236e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526254e+17  1.358968e+07  8.337753e+01 
  2.647569e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526244e+17  1.358964e+07  8.337720e+01 
  2.688526e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526233e+17  1.358961e+07  8.337686e+01 
  2.730117e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526223e+17  1.358957e+07  8.337651e+01 
  2.772352e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526212e+17  1.358953e+07  8.337616e+01 
  2.815240e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526200e+17  1.358949e+07  8.337579e+01 
  2.858791e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526189e+17  1.358945e+07  8.337540e+01 
  2.903017e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526177e+17  1.358941e+07  8.337501e+01 
  2.947926e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526164e+17  1.358936e+07  8.337461e+01 
  2.993531e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526152e+17  1.358932e+07  8.337419e+01 
  3.039841e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526139e+17  1.358927e+07  8.337376e+01 
  3.086867e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526125e+17  1.358922e+07  8.337331e+01 
  3.134621e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526111e+17  1.358918e+07  8.337285e+01 
  3.183114e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526097e+17  1.358912e+07  8.337238e+01 
  3.232358e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526082e+17  1.358907e+07  8.337189e+01 
  3.282363e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526066e+17  1.358902e+07  8.337139e+01 
  3.333142e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526051e+17  1.358896e+07  8.337087e+01 
  3.384707e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526034e+17  1.358890e+07  8.337033e+01 
  3.437069e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526018e+17  1.358884e+07  8.336978e+01 
  3.490242e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.526000e+17  1.358878e+07  8.336921e+01 
  3.544237e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525982e+17  1.358872e+07  8.336863e+01 
  3.599068e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525964e+17  1.358866e+07  8.336802e+01 
  3.654748e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525945e+17  1.358859e+07  8.336740e+01 
  3.711289e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525925e+17  1.358852e+07  8.336676e+01 
  3.768705e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525905e+17  1.358845e+07  8.336610e+01 
  3.827009e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525884e+17  1.358837e+07  8.336541e+01 
  3.886215e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525863e+17  1.358830e+07  8.336471e+01 
  3.946338e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525841e+17  1.358822e+07  8.336398e+01 
  4.007391e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525818e+17  1.358814e+07  8.336323e+01 
  4.069389e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525794e+17  1.358806e+07  8.336246e+01 
  4.132346e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525770e+17  1.358797e+07  8.336166e+01 
  4.196278e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525745e+17  1.358788e+07  8.336084e+01 
  4.261199e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525719e+17  1.358779e+07  8.335999e+01 
  4.327124e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525692e+17  1.358770e+07  8.335912e+01 
  4.394070e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525665e+17  1.358760e+07  8.335822e+01 
  4.462052e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525636e+17  1.358750e+07  8.335729e+01 
  4.531085e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525607e+17  1.358740e+07  8.335633e+01 
  4.601188e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525577e+17  1.358729e+07  8.335534e+01 
  4.672375e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525546e+17  1.358718e+07  8.335432e+01 
  4.744664e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525514e+17  1.358707e+07  8.335327e+01 
  4.818071e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525481e+17  1.358695e+07  8.335219e+01 
  4.892615e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525447e+17  1.358683e+07  8.335107e+01 
  4.968313e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525412e+17  1.358671e+07  8.334992e+01 
  5.045182e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525376e+17  1.358658e+07  8.334873e+01 
  5.123241e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525338e+17  1.358645e+07  8.334750e+01 
  5.202508e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525300e+17  1.358631e+07  8.334624e+01 
  5.283002e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525260e+17  1.358617e+07  8.334494e+01 
  5.364742e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525219e+17  1.358602e+07  8.334359e+01 
  5.447747e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525177e+17  1.358588e+07  8.334221e+01 
  5.532037e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525134e+17  1.358572e+07  8.334078e+01 
  5.617632e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525089e+17  1.358556e+07  8.333931e+01 
  5.704552e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.525042e+17  1.358540e+07  8.333779e+01 
  5.792818e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524995e+17  1.358523e+07  8.333622e+01 
  5.882449e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524945e+17  1.358506e+07  8.333461e+01 
  5.973469e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524895e+17  1.358488e+07  8.333294e+01 
  6.065897e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524842e+17  1.358469e+07  8.333123e+01 
  6.159757e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524788e+17  1.358450e+07  8.332946e+01 
  6.255069e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524733e+17  1.358431e+07  8.332763e+01 
  6.351858e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524675e+17  1.358410e+07  8.332575e+01 
  6.450145e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524616e+17  1.358389e+07  8.332381e+01 
  6.549953e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524555e+17  1.358368e+07  8.332180e+01 
  6.651307e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524492e+17  1.358346e+07  8.331974e+01 
  6.754231e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524428e+17  1.358323e+07  8.331761e+01 
  6.858748e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524361e+17  1.358299e+07  8.331542e+01 
  6.964884e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524292e+17  1.358275e+07  8.331315e+01 
  7.072663e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524220e+17  1.358250e+07  8.331082e+01 
  7.182112e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524147e+17  1.358224e+07  8.330841e+01 
  7.293255e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.524072e+17  1.358197e+07  8.330593e+01 
  7.406120e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523994e+17  1.358169e+07  8.330337e+01 
  7.520733e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523913e+17  1.358141e+07  8.330073e+01 
  7.637121e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523830e+17  1.358112e+07  8.329801e+01 
  7.755312e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523745e+17  1.358081e+07  8.329520e+01 
  7.875333e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523657e+17  1.358050e+07  8.329231e+01 
  7.997214e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523566e+17  1.358018e+07  8.328933e+01 
  8.120983e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523472e+17  1.357985e+07  8.328625e+01 
  8.246669e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523375e+17  1.357951e+07  8.328308e+01 
  8.374303e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523276e+17  1.357916e+07  8.327980e+01 
  8.503914e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523173e+17  1.357879e+07  8.327643e+01 
  8.635533e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.523067e+17  1.357842e+07  8.327295e+01 
  8.769191e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522958e+17  1.357803e+07  8.326937e+01 
  8.904921e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522845e+17  1.357763e+07  8.326567e+01 
  9.042754e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522729e+17  1.357722e+07  8.326185e+01 
  9.182723e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522609e+17  1.357680e+07  8.325792e+01 
  9.324861e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522486e+17  1.357636e+07  8.325386e+01 
  9.469203e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522358e+17  1.357591e+07  8.324968e+01 
  9.615781e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522227e+17  1.357545e+07  8.324537e+01 
  9.764632e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.522091e+17  1.357497e+07  8.324092e+01 
  9.915790e-03  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.521952e+17  1.357447e+07  8.323633e+01 
  1.006929e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.521808e+17  1.357396e+07  8.323161e+01 
  1.022517e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.521659e+17  1.357344e+07  8.322673e+01 
  1.038347e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.521506e+17  1.357290e+07  8.322170e+01 
  1.054423e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.521348e+17  1.357234e+07  8.321652e+01 
  1.070747e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.521186e+17  1.357176e+07  8.321117e+01 
  1.087325e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.521018e+17  1.357117e+07  8.320566e+01 
  1.104160e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.520845e+17  1.357056e+07  8.319997e+01 
  1.121256e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.520666e+17  1.356992e+07  8.319411e+01 
  1.138617e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.520482e+17  1.356927e+07  8.318807e+01 
  1.156248e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.520293e+17  1.356860e+07  8.318184e+01 
  1.174152e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.520097e+17  1.356791e+07  8.317541e+01 
  1.192334e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.519895e+17  1.356719e+07  8.316878e+01 
  1.210798e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.519687e+17  1.356646e+07  8.316195e+01 
  1.229548e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.519473e+17  1.356570e+07  8.315490e+01 
  1.248590e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.519252e+17  1.356492e+07  8.314763e+01 
  1.267927e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.519024e+17  1.356411e+07  8.314014e+01 
  1.287565e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.518789e+17  1.356328e+07  8.313241e+01 
  1.307507e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.518546e+17  1.356242e+07  8.312444e+01 
  1.327759e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.518296e+17  1.356153e+07  8.311623e+01 
  1.348326e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.518038e+17  1.356062e+07  8.310776e+01 
  1.369212e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.517773e+17  1.355968e+07  8.309902e+01 
  1.390422e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.517499e+17  1.355870e+07  8.309001e+01 
  1.411962e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.517216e+17  1.355770e+07  8.308072e+01 
  1.433837e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.516925e+17  1.355667e+07  8.307115e+01 
  1.456052e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.516625e+17  1.355561e+07  8.306127e+01 
  1.478612e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.516315e+17  1.355451e+07  8.305108e+01 
  1.501522e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.515996e+17  1.355338e+07  8.304058e+01 
  1.524789e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.515666e+17  1.355221e+07  8.302975e+01 
  1.548418e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.515327e+17  1.355100e+07  8.301859e+01 
  1.572414e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.514977e+17  1.354976e+07  8.300707e+01 
  1.596783e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.514616e+17  1.354848e+07  8.299520e+01 
  1.621531e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.514244e+17  1.354716e+07  8.298295e+01 
  1.646665e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.513860e+17  1.354580e+07  8.297033e+01 
  1.672190e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.513465e+17  1.354440e+07  8.295731e+01 
  1.698112e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.513057e+17  1.354295e+07  8.294389e+01 
  1.724437e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.512637e+17  1.354146e+07  8.293005e+01 
  1.751173e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.512203e+17  1.353992e+07  8.291577e+01 
  1.778325e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.511756e+17  1.353833e+07  8.290105e+01 
  1.805900e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.511295e+17  1.353669e+07  8.288588e+01 
  1.833904e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.510820e+17  1.353500e+07  8.287023e+01 
  1.862345e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.510330e+17  1.353326e+07  8.285409e+01 
  1.891230e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.509825e+17  1.353147e+07  8.283745e+01 
  1.920565e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.509304e+17  1.352962e+07  8.282030e+01 
  1.950357e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.508768e+17  1.352771e+07  8.280260e+01 
  1.980615e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.508214e+17  1.352574e+07  8.278436e+01 
  2.011344e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.507643e+17  1.352371e+07  8.276555e+01 
  2.042553e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.507055e+17  1.352161e+07  8.274615e+01 
  2.074250e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.506448e+17  1.351946e+07  8.272615e+01 
  2.106441e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.505823e+17  1.351723e+07  8.270553e+01 
  2.139136e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.505178e+17  1.351493e+07  8.268426e+01 
  2.172341e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.504514e+17  1.351256e+07  8.266233e+01 
  2.206065e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.503828e+17  1.351012e+07  8.263972e+01 
  2.240317e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.503122e+17  1.350760e+07  8.261641e+01 
  2.275105e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.502393e+17  1.350501e+07  8.259236e+01 
  2.310437e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.501642e+17  1.350233e+07  8.256757e+01 
  2.346322e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.500868e+17  1.349957e+07  8.254201e+01 
  2.382770e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.500070e+17  1.349672e+07  8.251565e+01 
  2.419788e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.499248e+17  1.349378e+07  8.248847e+01 
  2.457386e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.498399e+17  1.349076e+07  8.246045e+01 
  2.495574e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.497525e+17  1.348763e+07  8.243155e+01 
  2.534361e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.496624e+17  1.348441e+07  8.240175e+01 
  2.573757e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.495694e+17  1.348109e+07  8.237103e+01 
  2.613771e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.494737e+17  1.347767e+07  8.233935e+01 
  2.654414e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.493749e+17  1.347413e+07  8.230669e+01 
  2.695695e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.492731e+17  1.347049e+07  8.227300e+01 
  2.737626e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.491682e+17  1.346674e+07  8.223827e+01 
  2.780216e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.490600e+17  1.346286e+07  8.220246e+01 
  2.823476e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.489486e+17  1.345887e+07  8.216554e+01 
  2.867418e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.488336e+17  1.345474e+07  8.212746e+01 
  2.912052e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.487152e+17  1.345050e+07  8.208820e+01 
  2.957389e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.485931e+17  1.344612e+07  8.204772e+01 
  3.003442e-02  6.995245e-01  2.818191e-01  1.859209e-02  9.978601e+00  1.484672e+17  1.344160e+07  8.200598e+01 
